VARIABLE;UNIDAD;ACTIVO;RAMA;LUGAR;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
Inversión bruta;Miles de euros corrientes;2.2.1. I+D;2. Industria;España;17024,72561;21604,60799;24860,15433;27487,40009;29905,17884;37104,10782;36715,74307;31956,7642;47921,74275;65847,67724;98984,91234;104975,1056;128246,6672;152856,5157;149010,3182;188010,1669;230055,5942;272175,1055;283331,2503;332841,515;352703,3994;372700,512;402626,5825;503227,5906;556711,7903;636937,9886;928668,344;1093520,435;1035041,121;1068602,62;844083,8187;1012800;1126700;1211600;1224800;1285200;1589400;1671400;2046500;2671100;2669400;2909400;3521700;3819200;3989500;4087200;4304400;4191400;4618000;4368800;4421600;4574200;4623000;4981300;5284200;5171800;5053400;5600500;7499200;7880600;8333000;8734364,271
Inversión bruta;Miles de euros corrientes;2.2.1. I+D;2.1. Energía;España;769,6262896;916,8802305;1285,885339;1733,297509;1824,282343;1971,826097;1949,12611;1619,421373;2386,4107;3862,11179;5328,107435;7347,959432;10259,20151;14394,2835;14440,24061;15681,54684;29888,31136;44228,28978;39166,63483;57713,87131;47113,02984;36169,29976;50445,18282;53505,10633;32679,0287;26296,70213;38919,41284;38776,20097;40464,73744;51394,46823;49769,23952;51400;57400;61900;62300;65500;80800;84500;101600;133200;136400;149200;182900;198900;204600;210500;224200;191500;239000;255400;244500;276300;283200;344400;352600;364900;389000;457700;659800;565100;598000;580254,7159
Inversión bruta;Miles de euros corrientes;2.2.1. I+D;2.1.1. Industrias extractivas;España;42,53943983;41,31508794;75,17856629;81,93709146;116,2254623;148,8590451;125,659062;110,4627047;141,6516978;233,7319177;470,8679905;865,3125953;1072,085873;1352,345393;1238,666662;1355,605767;1898,368455;2306,707451;1716,583775;2517,55253;3063,937278;4026,466201;4079,930588;2792,713357;3294,855536;3214,544888;3850,011065;4035,591463;3584,884479;4450,943416;3781,018789;4300;4800;5300;5300;5600;6800;7200;9400;12200;11300;12200;14200;15300;16800;16900;17200;15800;17200;14000;13700;16400;12500;14400;14000;14200;14300;17000;14100;22600;24000;22955,70353
Inversión bruta;Miles de euros corrientes;2.2.1. I+D;"2.1.2. Energía eléctrica, gas y agua; actividades de saneamiento y gestión de residuos";España;727,0868498;875,5651426;1210,706773;1651,360417;1708,05688;1822,967051;1823,467048;1508,958668;2244,759003;3628,379873;4857,239445;6482,646836;9187,115636;13041,9381;13201,57395;14325,94107;27989,94291;41921,58233;37450,05106;55196,31878;44049,09256;32142,83356;46365,25223;50712,39298;29384,17317;23082,15724;35069,40178;34740,60951;36879,85296;46943,52482;45988,22073;47100;52600;56600;57000;59900;74000;77300;92200;121000;125100;137000;168700;183600;187800;193600;207000;175700;221800;241400;230800;259900;270700;330000;338600;350700;374700;440700;645700;542500;574000;557299,0124
Inversión bruta;Miles de euros corrientes;2.2.1. I+D;2.1.2.1. Suministro de energía eléctrica, gas, vapor y aire acondicionado;España;536,3501466;683,4371588;968,0528126;1327,425715;1363,678121;1453,051233;1464,260289;1192,88672;1766,44571;2949,126826;3980,56885;5493,112162;7886,203539;11443,43804;11622,52758;12654,82815;25916,3035;39300,22217;34907,636;50223,86402;39343,73081;25870,21698;41559,29083;44321,72589;22130,19691;16471,73003;24037,45356;24679,25405;25717,02916;36774,32491;37711,70427;36100;40200;43200;43600;45800;56700;59200;70200;92100;96000;105100;129900;141400;144300;148800;159500;136700;166000;189000;172400;199400;203900;263700;266600;279600;306900;361400;566300;460400;487000;473198,3866
Inversión bruta;Miles de euros corrientes;2.2.1. I+D;"2.1.2.2. Suministro de agua; actividades de saneamiento, gestión de residuos y descontaminación";España;190,7367032;192,1279838;242,6539601;323,9347019;344,3787593;369,9158184;359,2067589;316,0719482;478,3132927;679,2530462;876,6705951;989,5346743;1300,912096;1598,500062;1579,046366;1671,112917;2073,639404;2621,36016;2542,415057;4972,454769;4705,361749;6272,616578;4805,961403;6390,667085;7253,976261;6610,427213;11031,94822;10061,35546;11162,8238;10169,1999;8276,516453;11000;12400;13400;13400;14100;17300;18100;22000;28900;29100;31900;38800;42200;43500;44800;47500;39000;55800;52400;58400;60500;66800;66300;72000;71100;67800;79300;79400;82100;87000;84100,62582
Inversión bruta;Miles de euros corrientes;2.2.1. I+D;2.2. Manufacturas;España;16255,09932;20687,72776;23574,26899;25754,10258;28080,89649;35132,28172;34766,61696;30337,34282;45535,33205;61985,56545;93656,8049;97627,14621;117987,4657;138462,2322;134570,0776;172328,62;200167,2829;227946,8157;244164,6155;275127,6436;305590,3695;336531,2122;352181,3997;449722,4843;524032,7616;610641,2865;889748,9312;1054744,234;994576,3833;1017208,152;794314,5792;961400;1069300;1149700;1162500;1219700;1508600;1586900;1944900;2537900;2533000;2760200;3338800;3620300;3784900;3876700;4080200;3999900;4379000;4113400;4177100;4297900;4339800;4636900;4931600;4806900;4664400;5142800;6839400;7315500;7735000;8154109,555
Inversión bruta;Miles de euros corrientes;2.2.1. I+D;2.2.1. Industria de la alimentación, bebidas y tabaco;España;265,7056565;300,6914205;396,106541;463,6665813;578,9818284;647,4665064;690,6278727;785,0431016;750,7679863;1382,916701;2215,163104;2715,276402;2838,586673;3495,434145;3841,10153;4570,638417;6488,632685;7817,574061;5794,194657;9555,954257;9278,569211;11655,35226;12927,39265;16930,36637;19222,26351;17022,72613;22695,10985;24537,87436;21601,23916;38492,11069;26030,07408;29895,00065;36668,06431;35325,51774;35327,41315;35353,87507;52483,08704;66653,99837;65982,06783;97651,3957;100182,2718;109504,6048;165000,614;190420,2078;207399,0819;230682,2663;336671,0442;311983,9075;382154,211;371048,0658;393614,4619;423046,5009;450237,8907;468150,5806;505468,9284;491330,9113;490906,744;559103,4958;786333,8201;885086,1531;928194,1555;973937,681
Inversión bruta;Miles de euros corrientes;2.2.1. I+D;2.2.2. Industria textil, confección de prendas de vestir e industria del cuero y del calzado;España;231,2648402;176,1700175;211,7220408;226,5093499;292,0462668;310,992187;403,2150087;464,3208466;620,9894763;851,5596037;1028,189935;1363,878142;1731,880482;1299,981671;1524,083761;1876,430311;3057,030979;3962,665596;4475,173705;3976,113365;4193,00661;5044,521144;6535,835998;8760,698201;8819,822144;7317,098282;8416,613752;12374,65353;8029,293018;8077,572966;10192,6344;10554,57243;17427,46763;14470,61152;24188,30281;17366,25217;42963,89901;33549,73366;38979,35196;54856,25815;59132,37166;67381,75653;105068,1674;117700,4465;118950,5521;104501,1626;151757,1363;130367,4059;141116,6238;131720,1255;138727,709;142909,4491;134735,0127;143634,2366;144513,2881;137272,0474;128974,8239;143113,7739;188260,2984;183746,2273;181027,2209;198483,6245
Inversión bruta;Miles de euros corrientes;2.2.1. I+D;2.2.3. Industria de la madera y del corcho, industria del papel y artes gráficas;España;49,56622439;70,203238;116,214618;100,5689856;130,6509456;135,9637912;122,6587956;93,86952678;262,1860569;264,3396722;581,2893018;485,4081366;829,7831866;739,0773983;739,7296572;662,3804816;1268,104092;1792,122156;1523,879557;1996,440436;1790,289087;2245,421449;3083,64234;4444,546617;5469,945587;6128,741349;8211,579148;8333,332922;6699,098612;7145,724415;4939,995725;8336,691824;12718,61443;9979,537391;11070,47433;11190,29803;20465,59765;13254,56359;15873,54078;24696,08585;26710,61539;27733,20936;44560,2354;50317,26871;65482,23138;61116,09041;72112,61204;59386,29748;73637,71894;72858,98848;79651,77095;87740,40926;89870,34015;94571,77153;98286,57489;94872,55976;88604,56954;93457,3925;133850,1295;183687,2482;216666,756;214794,9205
Inversión bruta;Miles de euros corrientes;2.2.1. I+D;2.2.4. Coquerías y refino de petróleo;España;366,6368012;328,4612461;442,7964453;641,3843931;538,0238887;502,4338653;972,1972517;831,9657126;1226,349998;3297,602732;3769,805648;3316,960876;5893,617964;6674,039466;3764,169335;2909,066746;6511,449464;8668,833403;5806,4574;7227,258249;1893,995576;150,8674428;1762,026386;4260,608735;4963,137842;11832,74807;22150,36178;19600,76209;12727,65571;17680,90336;12319,77493;15512,76116;15408,04237;19038,77478;13225,89211;14839,03806;6702,001479;19145,05126;21958,9624;29328,84186;29027,85368;36976,57385;49281,85157;60723,54744;58030,65082;57832,03803;102114,265;102962,0765;129249,9804;130631,6098;144521,4853;160659,7807;188351,0367;193291,9191;232839,0651;231669,8027;243372,7557;285068,7711;355941,6075;205351,6005;144032,307;188881,4399
Inversión bruta;Miles de euros corrientes;2.2.1. I+D;2.2.5. Industria química;España;4052,604101;3835,251415;5072,984211;6047,464527;6463,356652;11592,20903;9537,616201;8873,151241;13100,04962;16440,43468;27581,64946;28986,24024;38115,14357;37206,17851;37859,27033;61391,95131;59934,84609;51769,37353;45536,78109;60816,68282;41569,25086;67360,72156;87419,08688;103701,5863;136634,9005;123018,0042;187464,3955;194277,3485;147634,8705;180529,0671;167678,3802;205237,8324;246241,9206;257086,8921;230272,3104;231678,5007;328022,5184;370670,1636;512707,9976;581713,8818;599909,172;685389,9104;903810,0774;1038586,801;1066982,398;1047027,314;1381089,384;1369671,433;1365678,216;1274509,296;1282457,209;1267715,031;1203188,28;1307205,347;1350562,503;1330882,373;1332857,363;1534720,265;2171465,161;2369157,379;2566138,214;2677512,334
Inversión bruta;Miles de euros corrientes;2.2.1. I+D;2.2.6. Fabricación de productos de caucho y plásticos y de otros productos minerales no metálicos;España;334,5558102;452,3793814;638,5183582;855,7109628;1055,192949;1287,306389;1205,213787;871,459759;1389,732602;2871,552449;4764,371875;4789,770167;5710,978676;5190,734913;4871,412618;5961,025446;11400,62635;14594,96841;11251,11211;13117,8456;12923,12482;18386,13595;19281,83155;28218,29055;38303,29136;34953,30952;44766,07431;54210,39994;43846,31212;44171,58847;29783,27765;41933,16558;47684,99534;58837,83174;57027,69927;56978,7171;70180,04875;67864,26695;64839,74042;106064,1183;103808,3224;113437,9045;168764,9074;199597,2002;223829,1312;230181,9161;349600,3508;287355,3231;355433,7623;358881,9559;390810,9797;419610,4854;448195,3605;467410,0536;525188,8428;507887,174;497793,0498;568346,3435;806967,8321;785073,1731;781773,9643;849078,854
Inversión bruta;Miles de euros corrientes;2.2.1. I+D;2.2.7. Metalurgia y fabricación de productos metálicos;España;579,3650842;564,5251782;762,7884645;1097,018081;1436,862445;1614,687028;1451,657062;1108,865522;1655,032128;2290,015476;3934,481998;4167,948227;6042,463173;7910,780438;6530,709058;6431,180642;8772,570676;11589,18148;7424,449583;12399,90597;11158,51203;17474,84573;22932,00279;24161,81913;26765,92872;24036,69055;33327,2621;36850,53595;25004,07809;32401,09523;23282,62763;29960,8882;44257,21583;43992,3315;47586,96516;45667,83794;60742,56577;70827,72694;86181,71041;132132,7081;131064,3006;133219,1452;200831,4749;213296,1412;253845,9473;237921,7409;360055,561;304806,5792;375152,037;369946,9938;396094,4026;425236,6053;454770,4022;475788,5312;523217,7933;505421,1432;525033,7311;583086,3671;833874,9298;889872,1084;941706,3915;988267,6713
Inversión bruta;Miles de euros corrientes;2.2.1. I+D;2.2.8. Fabricación de productos informáticos, electrónicos y ópticos;España;4506,97584;4066,759576;5066,878143;4256,014746;5191,990442;5998,246612;6563,314904;5924,08735;8694,886109;12785,65502;16772,00151;16482,04134;20711,25293;31578,5929;31314,9052;29260,41837;44925,99466;46738,83062;43742,16101;67705,38349;67026,40426;89822,09803;103226,5224;138526,7472;152002,348;191397,0252;243057,6441;291764,3772;215082,0015;216840,547;142450,2851;199917,6432;206635,569;246757,3229;251184,1024;240218,9225;302576,7578;257069,9475;299781,1491;304794,7815;358586,9274;361811,0552;470538,2587;473655,8223;471733,4835;427524,6643;511904,0168;526140,5027;504758,0098;405407,6889;374900,1729;370277,0787;339025,2994;396340,7162;361863,5011;358018,8071;317993,2522;364732,406;437924,477;369392,0971;342682,2597;389528,4338
Inversión bruta;Miles de euros corrientes;2.2.1. I+D;2.2.9. Fabricación de maquinaria y equipo n.c.o.p.;España;987,7751637;1158,652103;1519,316331;1421,791667;1161,470721;1370,574709;1520,200087;1513,323705;2110,555479;3168,223359;4124,272238;3596,647569;3676,83484;6124,522971;5743,594377;6651,810838;7969,544528;11893,46893;8380,75406;12618,69488;12548,26595;17993,56825;24501,75323;32838,8647;36148,76974;43374,98303;46704,48566;45759,60294;35012,59212;48522,82654;47989,87503;55767,20096;62424,34517;71094,57867;79927,97416;76021,518;90483,97505;99945,88755;120879,316;158012,2449;158967,359;190264,0119;241432,6829;273665,0158;258228,0349;306113,5889;388051,2362;313698,2757;318096,0448;282250,7804;272628,9084;268589,0401;260991,8558;284702,9106;303571,8004;283657,8626;278562,7027;300127,9762;405918,2997;397442,9306;416994,198;443746,0181
Inversión bruta;Miles de euros corrientes;2.2.1. I+D;2.2.10. Fabricación de material de transporte;España;4689,441923;9548,328779;9020,513282;10318,27259;10796,36112;11218,74527;11799,77977;9254,076271;15052,90113;17689,80463;27151,39016;29812,24338;29397,97033;33988,84008;34458,32215;47010,44518;43906,0754;63216,74989;105837,7019;78873,43151;138196,5384;99075,42471;61443,49658;75247,54847;81396,94069;138044,1247;250288,0589;347472,285;455316,0872;399022,8929;312932,5832;341128,819;354966,5046;360395,4984;378825,9467;455197,4544;490127,1747;548591,116;677779,7686;995391,2741;909211,9738;954951,1625;892498,4301;898663,9149;949663,0535;1059686,02;278444,5199;462116,1057;573350,5394;560108,1574;539965,3058;563248,1132;600766,7878;624571,097;694533,7099;675603,4769;583456,1997;512986,2364;443540,313;626831,5092;687212,5641;720487,2639
Inversión bruta;Miles de euros corrientes;2.2.1. I+D;2.2.11. Industrias manufactureras diversas;España;191,2078762;186,3054055;326,4305533;325,7006991;435,9592387;453,6563238;500,1362224;617,1797862;671,8814634;943,461126;1734,189665;1910,731724;3038,953918;4254,049688;3922,779555;5603,27227;5932,40795;5903,047661;4391,950392;6839,933051;5012,412786;7322,255709;9067,808952;12631,40803;14305,41356;13515,83535;22667,3461;19563,06127;23623,15525;24323,82338;16715,07127;23155,42462;24867,26076;32721,10321;33862,91945;35187,58602;43852,37426;39327,54459;39936,39498;53258,4098;56398,83234;79530,66573;97013,30017;103673,6345;110755,4355;114113,1977;148399,8734;131412,0929;160372,857;156036,3381;163727,594;168867,5061;169667,734;181232,8368;191553,993;190283,8416;176844,8083;198056,9729;275323,1321;419859,5731;528571,969;509391,3138
Inversión bruta;Miles de euros corrientes;2.2.1. I+D;3. Construcción;España;635,8145642;685,5104518;785,2821575;1041,797656;1036,649092;1678,26696;1194,074325;962,5896404;2316,057478;4377,026609;5199,732969;4782,417819;5894,184786;5170,698663;4139,81599;4181,357005;7770,494194;6691,407934;7053,084277;8826,058207;4354,305868;7597,692093;5005,072116;14012,4992;30160,44764;35258,08297;35819,15599;29968,24862;35714,06577;35227,96316;34343,36261;42900;47600;51400;52100;54600;67400;71500;91000;118000;112000;121300;142800;154000;166000;168700;173400;143900;151100;125900;142500;111300;99100;107400;95400;93900;88400;97800;108700;112800;119000;130722,3212
Inversión bruta;Miles de euros corrientes;2.2.1. I+D;4. Comercio, transporte y hostelería;España;479,9818821;497,894412;642,6902429;807,4575095;927,9324284;943,7994534;1187,968087;1005,488169;1587,860988;2295,11168;3536,563718;3808,231674;4463,840821;5974,093543;7522,43864;9758,331458;13604,03083;17316,15617;18086,25056;23537,36717;19995,19584;24974,9952;33548,00942;35176,36886;46700,32882;43873,40158;54584,10113;55447,31755;71714,18964;74110,80853;72803,49734;93900;104200;111800;113500;118800;146600;154800;193500;251900;245100;266400;318300;343900;365500;372800;387800;302000;336300;299000;279000;290800;361200;457800;522100;553300;561600;651000;804800;827100;874000;870570,3196
Inversión bruta;Miles de euros corrientes;2.2.1. I+D;4.1. Comercio y reparación;España;270,7053424;283,7774703;360,9725232;461,8456865;492,6962607;501,1664674;680,2035029;662,8676784;1051,896918;1386,021873;2061,802859;2468,202738;3045,836524;3750,281545;4732,868281;6444,067827;8531,541267;10608,93463;11421,3864;15539,92785;15056,89534;17102,78749;23599,97313;24618,89184;32784,72782;30472,58735;38043,18585;39666,71981;50111,73291;55023,47715;54160,93137;64200;71400;76600;77600;81400;100400;106300;134600;174700;167300;181400;214400;231500;248400;252700;261000;231200;262400;237900;209500;233500;281800;354100;417600;456000;463300;538200;672700;685100;724000;723589,7823
Inversión bruta;Miles de euros corrientes;2.2.1. I+D;4.2. Transporte;España;202,2785582;208,2439671;273,4396516;335,6886639;422,7895468;431,6478991;486,1360083;326,6614555;506,7942317;875,6793445;1424,100944;1291,379143;1370,892345;2172,108291;2738,467756;3241,662744;4962,137787;6576,594287;6468,233833;7825,20854;4828,166351;7560,793661;9640,263747;10264,68372;13247,93659;12632,13041;15903,28639;15164,24445;20731,03057;18221,01959;17587,69166;28700;31800;34200;34800;36300;45000;47300;57200;75000;75600;82500;100800;109200;113500;116500;123100;68100;64900;56000;64800;53000;75300;94500;96700;87400;89300;102500;116100;128700;136000;132874,3709
