VARIABLE;UNIDAD;ACTIVO;RAMA;LUGAR;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
Stock de capital neto riqueza;Miles de euros corrientes;1.3. Equipo de transporte;2.2.9. Fabricación de maquinaria y equipo n.c.o.p.;España;16179,81613;15524,49084;15728,99874;15973,3058;14297,21507;14616,62629;15125,06054;14656,23578;16053,66689;17711,64782;21091,60992;21461,11436;19716,80057;24312,60754;27948,49513;29812,46127;32446,67998;36336,15298;39122,95529;43437,38168;46290,61507;49555,88944;55303,21022;69334,92457;80621,09232;100399,0355;106334,0822;109186,272;105587,6727;106247,7185;111442,1636;120329,1377;129817,522;139684,109;165518,3912;193066,6974;165349,5135;144892,2897;127550,1983;112273,3555;99135,1396;87569,3894;81914,64983;80391,92941;77588,22005;65219,26909;53357,36492;42546,42714;37667,56574;36994,63453;42568,18213;62210,95272;81033,62027;98673,90746;110137,6421;100859,7392;88656,00711;85347,36088;85839,6281;84676,7092;80901,62254;80773,60654
Stock de capital neto riqueza;Miles de euros corrientes;1.3. Equipo de transporte;2.2.10. Fabricación de material de transporte;España;71705,71444;71414,62272;68917,59589;70629,21854;66545,5043;69370,18246;72253,86698;66963,10825;73043,67259;75330,70045;89113,32029;95379,04476;89885,91256;103865,5832;116276,6934;125889,6506;132515,7748;142801,5914;183134,6005;195820,3247;234554,4821;232875,2639;210223,602;202295,2292;195289,946;227560,8473;272206,8546;338731,5364;433170,2602;461989,5764;477110,0549;500432,9525;532251,9139;571601,8735;671200,1083;780951,8947;647633,2715;545699,0454;455227,3441;370286,8037;392361,937;440915,151;574400,9501;648431,7804;616486,8809;483669,9218;367512,8434;279192,4232;215524,617;168876,5635;141522,3051;139555,0849;130402,8072;129505,2181;125960,5999;112354,5743;93463,82067;80961,37743;70616,44956;64391,15404;58602,09381;54965,81354
Stock de capital neto riqueza;Miles de euros corrientes;1.3. Equipo de transporte;2.2.11. Industrias manufactureras diversas;España;4437,805964;6178,853379;9123,380398;11302,55826;12986,45321;15423,51471;18073,74949;20547,19176;23511,68737;26341,5896;35271,71783;40987,95276;46691,93187;65661,74602;80806,11483;95559,91758;107910,153;115107,1424;120639,6462;131170,6518;129683,0152;130932,8638;134591,5737;157303,2545;177109,3941;198742,215;225551,4355;234120,824;254461,1454;260605,8377;253165,9706;267949,9771;291719,752;315176,5622;357986,5215;417484,3441;349199,9384;305335,7545;272367,6026;247737,6307;239284,1613;236632,5416;251987,474;264986,0785;282905,2839;235054,8302;215816,7667;208362,9576;193428,9534;188944,5788;202067,6866;258729,8336;349947,163;398616,3642;436903,6878;417052,6676;359432,877;348024,1906;368392,6491;408168,8062;451322,1579;492103,2033
Stock de capital neto riqueza;Miles de euros corrientes;1.3. Equipo de transporte;3. Construcción;España;55150,01603;66603,0084;76154,96809;91811,34596;94707,23099;119897,9345;129309,4943;123314,8167;156548,2883;210977,2413;272903,051;295015,8271;294953,5616;334752,9124;354591,3663;347549,3625;381400,5289;391128,5992;419311,6051;445546,6561;411798,3538;399552,5811;358163,134;419288,1582;604173,5431;852232,8457;933362,7877;942566,7192;996799,8679;994098,2452;1029778,745;1122522,09;1214304,534;1359520,593;1570710,179;1829418,712;1956453,946;2100404,479;2254317,254;2494513,602;2763790,873;3160727,009;3507106,949;4226244,988;4588324,671;4208239,407;3980053,867;3793379,367;3012968,603;2980670,895;3136636,699;2625070,523;3083232,49;3311368,963;2669985,43;3232885,905;3339009,543;2790428,756;3099813,204;3811790,374;4330457,714;4990683,493
Stock de capital neto riqueza;Miles de euros corrientes;1.3. Equipo de transporte;4. Comercio, transporte y hostelería;España;281878,4593;309772,0264;351695,9871;412653,2892;446890,3584;517757,7263;604168,6105;607534,4061;703855,7122;844422,4062;1144931,498;1338093,613;1401366,701;1887580,685;2475509,586;2974991,689;3700475,404;4657436,949;5987796,887;7087272,995;7384751,674;8005504,554;8616157,618;9383847,249;10524237;11973398,14;13445050,83;14894628,43;16315970,36;16975491,25;17443222,02;18363537,58;19451129,38;20938780,57;23203522,19;26017330,77;31489916,17;35291194,64;37785315,94;40052828,38;43129322,32;46983841,1;50150517,16;54737289,03;59047146,85;58006023,93;58893986,56;59367918,77;61496019,89;62044304,71;61674743,73;63756815,16;68718147,12;74284315,48;78421076,2;78831410,62;75747707,05;75133378,35;78858459,23;80889589,79;80131745,23;80109632,69
Stock de capital neto riqueza;Miles de euros corrientes;1.3. Equipo de transporte;4.1. Comercio y reparación;España;41871,02826;41920,31385;43684,52092;48820,90326;49043,53057;53308,89118;61695,64515;64596,08544;78426,74493;89809,72909;113989,3065;131405,9822;137274,7036;174377,5712;221037,8303;263318,601;314709,6245;364437,7217;444893,172;536375,169;601606,5031;632843,1481;696760,4362;792391,7845;922319,3977;1052591,286;1109532,159;1153210,385;1271370,186;1334803,245;1453117,673;1617897,625;1775814,517;2038609,229;2413739,428;2861610,165;3642381,324;4189464,013;4700871,651;5283846,28;6319631,547;7288994,595;8182742,465;9533252,236;10602888;9402352,323;8892582,29;9223162,969;10938173,42;11060741,16;10959354,19;10722033,8;13515725,14;15820794,43;16481510,22;16140019,21;15223453,78;15704460,25;16852925,86;17539387,5;17368847,35;17718526,5
Stock de capital neto riqueza;Miles de euros corrientes;1.3. Equipo de transporte;4.2. Transporte;España;237276,4382;264816,1459;304472,5325;359655,2767;393294,5916;459423,6236;535747,0698;535899,489;616464,3513;744497,158;1018158,728;1192893,446;1251078,614;1698322,317;2238023,282;2693904,405;3365258,669;4270067,568;5513036,329;6517569,795;6750455,851;7334440,516;7877595,143;8545450,333;9537982,685;10832951,58;12245137,53;13650750,42;14944645,87;15538328,77;15873620,55;16621633,79;17541331,73;18752631,44;20617782,85;22953849,45;27563913;30758487,13;32696697,91;34335410,67;36299869,38;39125650,84;41373638,7;44567414,81;47728813,43;47916598,53;49348460,67;49467867,22;49922572,22;50301555,74;50009637,35;52250356,23;54313356,9;57426031,24;60809490,59;61563966,16;59487109,3;58525420,92;61150427,95;62488015,04;61910506,78;61532986,29
Stock de capital neto riqueza;Miles de euros corrientes;1.3. Equipo de transporte;4.3. Hostelería;España;2730,992862;3035,566679;3538,933721;4177,109264;4552,236247;5025,211472;6725,895521;7038,831661;8964,615948;10115,5191;12783,46361;13794,18538;13013,3839;14880,7973;16448,47304;17768,68317;20507,11073;22931,65874;29867,38604;33328,03131;32689,31993;38220,89018;41802,03891;46005,13206;63934,91523;87855,27546;90381,13797;90667,63309;99954,31104;102359,236;116483,7879;124006,1647;133983,1272;147539,8981;171999,9205;201871,1485;283621,8505;343243,4918;387746,3824;433571,4347;509821,3927;569195,6616;594135,9977;636621,9855;715445,4166;687073,0774;652943,6045;676888,5721;635274,2431;682007,8106;705752,1884;784425,1286;889065,0818;1037489,811;1130075,388;1127425,248;1037143,966;903497,1845;855105,4245;862187,2516;852391,1027;858119,9048
Stock de capital neto riqueza;Miles de euros corrientes;1.3. Equipo de transporte;5. Información y comunicaciones;España;8206,202752;7863,281576;7715,914714;8240,589256;8135,439888;8841,716685;10078,15896;10939,11005;13400,90493;15248,25324;19668,90951;23100,48375;23374,20036;28750,32756;35713,43108;40441,32993;46965,05775;54216,82202;68680,48972;79118,33546;84126,11665;88971,94186;98779,11137;121379,4749;154866,9847;199618,8141;224294,6191;244897,749;276296,4676;294372,7514;332342,8721;392985,7235;459319,9011;544400,273;648564,0549;760703,121;660397,4201;601685,5435;553064,4593;515373,3874;481653,7625;461888,2526;452880,2129;466514,0267;459468,6286;411358,6041;395153,5485;434763,9615;483548,5842;481181,5532;518167,2482;487108,6435;437512,4953;475176,1679;457559,0885;345017,8028;315602,7872;293392,7289;300451,3464;245476,2206;188384,1855;146575,7985
Stock de capital neto riqueza;Miles de euros corrientes;1.3. Equipo de transporte;5.1. Edición, actividades audiovisuales y de radiodifusión;España;1727,720728;1863,304856;2101,747894;2373,661275;2438,959586;2675,713569;3189,749428;3430,506317;4490,257365;5170,684855;6928,883109;8098,686951;8587,479697;10785,65143;13605,87889;15314,32944;17818,92269;20332,92316;25595,7151;30499,81183;33897,06497;36077,13634;40631,85574;53935,58544;67025,77677;80369,93247;85610,89705;92543,48069;105338,8823;110451,8057;117682,6991;133297,1286;142228,4124;162445,0747;187807,97;229569,0777;217612,5593;218730,6691;226437,3645;238865,0193;247565,5423;264181,8714;283586,483;320011,9159;327733,1336;301977,7736;305526,7688;360116,9894;403558,1192;405762,6602;443245,1609;416658,355;367712,8327;388911,1414;366452,0655;276486,2172;238962,5093;215563,0059;207537,9023;165083,2911;126080,3743;95415,26801
Stock de capital neto riqueza;Miles de euros corrientes;1.3. Equipo de transporte;5.2. Telecomunicaciones;España;5771,679004;5076,588973;4509,900527;4480,173743;4126,51467;4336,967804;4675,561407;5051,306913;6000,767728;6827,848997;8857,165635;10765,05943;10582,70233;13024,44004;16432,68662;18841,43523;21879,12494;25485,04584;32170,18856;35252,36309;34929,12555;35947,59421;38214,27453;43222,31358;51775,66973;68382,50476;79433,90138;83844,93224;86491,82046;83207,64046;83342,18121;89957,07095;96209,80954;104033,696;121406,643;143968,8961;147562,1212;153770,7137;148567,9108;137000,8006;123988,507;109295,0215;96717,42956;85269,98954;76190,55795;63113,17417;53323,84784;45508,39915;41071,69894;44961,29759;49435,4997;46810,35787;46698,93779;56900,70424;59374,39764;44815,80606;38907,68379;41431,84345;40579,512;32200,56799;24617,08067;18591,71697
Stock de capital neto riqueza;Miles de euros corrientes;1.3. Equipo de transporte;5.3. Tecnologías de la información (TI) y otros servicios de información;España;706,80302;923,3877472;1104,266293;1386,754238;1569,965632;1829,035311;2212,84812;2457,296821;2909,879838;3249,719391;3882,860764;4236,737372;4204,018335;4940,236095;5674,86557;6285,565263;7267,010118;8398,853019;10914,58607;13366,16054;15299,92613;16947,21131;19932,98111;24221,57585;36065,5382;50866,37686;59249,82067;68509,33603;84465,76488;100713,3052;131317,9917;169731,5239;220881,6792;277921,5023;339349,4419;387165,1471;295222,7396;229184,1607;178059,184;139507,5675;110099,7133;88411,35965;72576,30035;61232,12132;55544,93699;46267,65635;36302,93182;29138,573;38918,76597;30457,59539;25486,58762;23639,93072;23100,72482;29364,32218;31732,62536;23715,77948;37732,59413;36397,8795;52333,93209;48192,36157;37686,73051;32568,81351
Stock de capital neto riqueza;Miles de euros corrientes;1.3. Equipo de transporte;6. Actividades financieras y de seguros;España;3173,222242;2463,490522;2004,928739;1765,807459;1422,911971;1297,658339;1271,46541;1167,500541;1271,593922;1412,723007;1841,193378;2294,403922;2342,217551;2766,94746;3923,242849;5491,442164;6089,758778;6149,954895;6474,898805;6588,533443;6529,108674;6337,546107;5850,347438;6289,278986;7359,139419;10153,40093;12659,87021;13874,61955;15902,72508;16440,27166;17909,03627;19715,26328;22110,9388;22791,13925;23543,9088;26597,33806;31531,30524;37169,76932;38882,36502;36508,90029;36597,35576;20895,20777;22919,72192;27949,98983;44209,25859;81544,22046;109382,9491;156333,1828;133452,2762;113033,4686;97972,00289;87290,94757;80705,78343;66321,38338;70065,48265;74059,68075;123021,1205;115389,89;199563,5561;211483,3066;241289,5647;255673,7993
Stock de capital neto riqueza;Miles de euros corrientes;1.3. Equipo de transporte;7. Actividades inmobiliarias;España;38885,36881;31483,73925;26292,15066;24498,14755;21334,08067;20747,94329;20072,66582;17601,15597;19039,12068;21784,32987;27429,19648;30309,15527;31190,34948;38012,10029;46942,0012;54898,09029;62428,87975;65467,04569;71149,54626;77326,17659;85320,11669;84455,1829;81738,03717;88797,32749;110341,4989;136389,1296;152763,9511;157409,5706;165404,1238;165904,6154;171327,6382;184524,3932;199442,8615;221817,7294;254756,7972;296017,07;277531,1119;237361,3885;218083,6495;224397,2026;268635,1468;300308,8706;376325,4868;706778,8871;603758,2539;610165,5008;574121,1143;622521,4594;550937,7956;527344,6944;626318,9688;488393,2561;460369,1673;698006,6167;1227117,384;1071514,959;1022449,263;1029179,372;954847,2486;940334,7506;909181,2052;907304,3737
Stock de capital neto riqueza;Miles de euros corrientes;1.3. Equipo de transporte;8. Actividades profesionales;España;16672,90353;20086,08561;23067,19895;27882,13383;31363,47078;36666,85721;44437,27482;50017,29064;59224,85084;65689,29123;79017,35952;86966,88165;87452,01523;104388,7344;123608,0827;142410,8901;170030,775;201338,1153;263975,9236;322340,7934;376635,025;434078,4552;524989,7196;631998,2851;810226,0732;1000038,095;1176287,584;1342864,838;1593658,123;1717783,835;1902838,413;2170567,985;2414051,127;2760918,126;3270551,242;3839236,921;5996232,846;7954848,729;9636434,224;11563668,48;13177311,47;14670912,5;17046244,2;17582627,31;16221760,42;13217258,25;11611015,75;10954218,65;9804618,551;10089872,71;12437160,28;15475500,23;13561417,52;14762576,65;16665935,86;19894123,29;19846384,06;21031887,95;23562957,14;25692384,44;27008942,81;28641737,58
Stock de capital neto riqueza;Miles de euros corrientes;1.3. Equipo de transporte;8.1. Actividades profesionales, científicas y técnicas;España;5159,793498;6745,24402;7996,194929;9787,495148;10911,53709;12632,32698;15254,19292;17098,10546;20003,86722;21701,7089;25353,60949;27142,26992;26306,24899;30598,09606;35495,46277;39597,73274;45320,38222;51314,78093;65741,64554;78701,61936;91272,22356;101606,5354;119273,3863;142918,8297;179999,269;223276,9451;251451,4271;278484,9933;322045,8414;334940,5734;369660,8418;416754,4463;463887,65;530780,7176;620567,3433;730292,8588;743576,5602;843265,307;956019,2066;1070736,87;1065735,181;1180611,332;1444001,24;1811206,596;2160105,942;2029420,198;1999332,154;2211671,143;2095429,511;2128909,227;2045598,636;1893029,499;1743673,166;1835932,44;1914749,42;1659925,987;1426943,673;1068542,099;846890,0033;360165,9163;0;0
Stock de capital neto riqueza;Miles de euros corrientes;1.3. Equipo de transporte;8.2. Actividades administrativas y servicios auxiliares;España;11513,11004;13340,84159;15071,00402;18094,63868;20451,93369;24034,53023;29183,0819;32919,18518;39220,98362;43987,58232;53663,75003;59824,61173;61145,76624;73790,63832;88112,61993;102813,1574;124710,3928;150023,3344;198234,2781;243639,1741;285362,8015;332471,9198;405716,3332;489079,4554;630226,8042;776761,1497;924836,1573;1064379,845;1271612,282;1382843,262;1533177,571;1753813,539;1950163,477;2230137,408;2649983,899;3108944,063;5252656,285;7111583,422;8680415,017;10492931,61;12111576,29;13490301,17;15602242,96;15771420,72;14061654,48;11187838,06;9611683,592;8742547,506;7709189,041;7960963,485;10391561,64;13582470,73;11817744,36;12926644,21;14751186,44;18234197,31;18419440,39;19963345,85;22716067,14;25332218,52;27008942,81;28641737,58
Stock de capital neto riqueza;Miles de euros corrientes;1.3. Equipo de transporte;9. Administración pública, sanidad y educación;España;26736,76968;26290,40218;26733,01281;29391,48181;29939,98386;32540,60747;40459,78905;49024,34743;58527,00637;65506,73683;77636,06016;88197,54433;86948,59647;111433,5126;132625,194;151938,898;166527,7691;182540,7703;229710,9297;260923,5211;293449,4937;390828,2832;462418,7191;546552,2987;675271,8212;840317,3835;1005753,031;1112708,38;1173511,024;1200187,213;1254547,391;1340775,165;1377386,543;1432481,299;1537747,897;1652006,825;1895418,099;2108372,986;2345189,405;2622541,486;2847794,815;3248118,928;3637476,943;4307740,022;4590884,134;4847796,82;4471669,691;4370723,476;3808941,796;3504735,278;3292455,848;3210364,934;3008476,346;2805490,076;2654320,886;2459977,161;2416458,674;2495327,647;2700810,909;2742822,649;2847477,584;2945582,991
Stock de capital neto riqueza;Miles de euros corrientes;1.3. Equipo de transporte;9.1. Administración pública;España;19848,52022;17878,22088;16562,61782;16941,93866;16136,13607;15824,60131;17965,876;21442,4298;24083,2121;25774,65498;26886,60375;28409,37117;25870,43074;34556,03024;35813,94621;47018,75963;45021,58141;49891,76237;67740,89088;89224,48039;115681,4566;202395,7835;264319,8258;331003,003;443069,7725;567982,5815;717987,4288;818241,825;876367,4692;906477,6956;957961,5204;1032323,624;1043233,618;1057588,243;1111048,038;1163349,208;1217622,878;1313520,434;1442237,565;1563641,406;1677600,708;1841936,995;2011204,599;2260985,847;2476543,335;2717615,645;2834866,043;2729594,308;2402590,273;2053576,302;1863488,522;1835670,021;1692665,34;1548672,259;1359030,018;1156592,396;1108295,072;1082263,267;1134342,779;1183956,253;1353405,259;1425467,49
Stock de capital neto riqueza;Miles de euros corrientes;1.3. Equipo de transporte;9.2. Educación pública;España;4936,958305;4636,370601;4761,732959;5178,227394;5574,00499;6655,781757;8159,270592;10023,41591;11349,05448;12241,66803;13333,97369;14114,7436;13867,16434;18142,55418;25308,86325;28158,55637;30681,75785;32172,92608;37269,86445;41515,46348;45773,50276;47680,93368;49572,5373;53963,45179;58744,5833;72200,95152;80242,60964;86973,06754;88892,22676;87062,21879;86486,31946;86985,34141;79489,71527;71054,38979;71007,19648;80235,80228;82540,24727;81355,06209;110348,8087;145908,2437;169427,4166;201997,7009;234591,817;290641,2089;301112,4471;311142,0514;262136,1204;230848,3775;180229,0151;156060,5566;140016,1827;132514,9902;119667,0349;119460,1015;129347,4293;136715,4569;154714,9308;175437,9095;206383,4367;229501,3347;222984,7334;244767,8151
Stock de capital neto riqueza;Miles de euros corrientes;1.3. Equipo de transporte;9.3. Educación privada;España;1240,751932;2403,510499;3303,244268;4572,494072;5237,301492;6210,371974;8915,429468;10916,60531;14780,35134;17896,03932;22997,2504;26007,02461;25435,49365;29440,08035;33301,67919;35019,46139;37609,14638;39311,02217;43400,0053;46598,07992;47916,39174;47961,01444;49192,98472;53172,39314;59899,97185;67243,2703;69154,8376;70476,50979;77240,3097;81476,14444;92771,25375;110294,179;143291,9269;192329,9657;234768,3185;273355,7423;392360,1251;503738,8396;571883,9831;673994,5574;723707,7582;883717,0907;987746,7783;1165251,956;1205867,978;1237986,404;1033379,036;920011,86;718628,8812;708053,0144;684756,1648;631147,2856;577131,5405;542470,1717;546433,0455;523963,6352;524368,4504;524169,6915;549939,5669;546548,5247;505291,596;498423,0146
Stock de capital neto riqueza;Miles de euros corrientes;1.3. Equipo de transporte;9.4. Sanidad pública;España;460,71838;1002,74479;1621,65269;2055,03428;2311,719928;3088,025435;4421,35394;5396,222745;6651,136307;7174,829603;10933,04858;14296,81179;15928,37885;20011,05558;25662,25215;26021,33627;29292,26603;34043,07841;45065,90126;48280,07711;50576,90784;61713,97852;70025,78002;80931,22036;86665,85278;105466,1208;110028,3716;107055,8982;101202,0739;95787,17415;87559,61046;81088,67266;78448,29491;76537,46782;79403,21256;85439,85407;109369,1372;110873,4103;115896,3039;126091,199;148170,6875;172125,4212;213564,6747;299031,874;309895,7123;302910,6958;174084,1373;248032,5818;251044,7023;266121,817;259933,9078;250558,2123;240222,0385;228054,4541;225752,699;220243,2725;224134,7136;256576,3864;304370,1411;304995,3369;317263,546;338620,0231
Stock de capital neto riqueza;Miles de euros corrientes;1.3. Equipo de transporte;9.5. Servicios sociales públicos;España;69,827017;188,8384073;295,8840795;433,5588386;462,2729387;514,7846209;667,9205337;846,3539277;1124,360671;1793,32463;2714,785901;4497,264101;5000,579405;8208,166594;11052,13011;14075,7594;22060,81561;25064,33047;33720,28199;32581,3756;30614,63848;28213,59197;26398,10848;24399,26863;23315,44715;23240,69097;23692,11329;24790,46219;24039,01324;23475,76717;22481,96037;21501,19558;22406,50477;21884,28581;23516,14802;25766,3026;32432,1137;31910,53235;32730,20977;35927,84096;40913,43594;45165,24799;57928,87196;79282,17826;83082,56722;84711,44783;39602,12157;66871,9637;66944,77879;59335,01553;53191,52662;46787,32341;42834,68694;39581,47273;37424,44341;34912,03221;33082,49547;40560,87589;49911,13915;50519,68116;53868,51322;60609,3018
Stock de capital neto riqueza;Miles de euros corrientes;1.3. Equipo de transporte;9.6. Sanidad y servicios sociales privados;España;179,993826;180,717008;187,8809957;210,2285726;218,5484435;247,0423769;329,9385149;399,3197231;538,8914644;626,2202692;770,3978241;872,329061;846,5494962;1075,625655;1486,323112;1645,024913;1862,201799;2057,650828;2513,985847;2724,044642;2886,596204;2862,98108;2909,482743;3082,96172;3576,193545;4183,768443;4647,670449;5170,617406;5769,930819;5908,213005;7286,726062;8582,151619;10516,48318;13086,94721;18004,98333;23859,9156;61093,59684;66974,70744;72092,53448;76978,23937;87974,80869;103176,4725;132440,2018;212546,9567;214382,0945;193430,5761;127602,2321;175364,3844;189504,1456;261588,5731;291069,5439;313687,1018;335955,7053;327251,6172;356333,2508;387550,3692;371863,0108;416319,5166;455863,8459;427301,5181;394663,9364;377695,3461
Stock de capital neto riqueza;Miles de euros corrientes;1.3. Equipo de transporte;10. Otros servicios;España;4967,439166;6795,259284;8266,635334;10228,44513;11211,92973;12821,91686;16358,28185;18988,40508;24478,0449;29312,46417;38464,99967;46199,23844;49005,10454;63778,70896;83229,96378;98237,1739;116295,4711;133797,1485;169582,6023;205621,7853;232228,4194;250173,2465;282080,9497;328176,1945;392855,2165;461604,0386;494977,2895;520032,4838;578731,2348;601968,7146;651141,613;717680,9898;793322,9743;912180,3784;1055390,097;1201045,494;1027965,318;943581,1181;883694,0892;853184,8418;828746,2265;844223,7979;879450,5006;920434,4236;915384,5542;894130,041;855329,637;844724,0345;909093,3273;961638,782;1027740,792;1025724,253;1145647,958;1143057,327;1058639,838;1150322,9;1153245,946;976843,9029;841113,9144;895202,1917;883617,1754;910622,6065
Stock de capital neto riqueza;Miles de euros corrientes;1.3. Equipo de transporte;10.1. Actividades artísticas, recreativas y de entretenimiento;España;2177,860308;3391,151961;4336,716137;5552,699145;6150,78309;7081,647926;9026,320818;10421,101;13507,05789;16328,63788;21409,68509;25703,15464;27347,86959;35495,51;45622,68032;52909,10937;62075,3702;71184,86444;90259,10281;110957,9066;125678,0447;134249,5837;150477,6352;176357,627;213897,5796;252973,3158;270568,3532;281930,5134;310857,4277;321332,8199;347155,0668;386813,4501;429564,1073;504559,3176;586351,7402;660693,3982;573494,3844;529466,0557;495731,0733;472298,9979;437161,0453;424912,5486;426546,5201;423189,8014;403289,2019;416968,3599;392153,3857;393372,3076;431928,0656;439211,0756;434162,6922;423691,216;510325,3202;528930,0167;538874,6573;645826,6762;613375,4289;572860,2233;554017,0874;620843,862;628649,0853;665372,6058
Stock de capital neto riqueza;Miles de euros corrientes;1.3. Equipo de transporte;10.2. Otros servicios n.c.o.p.;España;2789,578858;3404,107323;3929,919197;4675,745983;5061,146642;5740,268933;7331,961036;8567,30408;10970,98701;12983,82629;17055,31459;20496,0838;21657,23495;28283,19896;37607,28346;45328,06453;54220,10088;62612,28404;79323,49944;94663,87867;106550,3747;115923,6628;131603,3144;151818,5675;178957,6369;208630,7228;224408,9363;238101,9703;267873,8071;280635,8948;303986,5462;330867,5397;363758,867;407621,0608;469038,3572;540352,0961;454470,9339;414115,0624;387963,016;380885,8439;391585,1812;419311,2493;452903,9805;497244,6223;512095,3524;477161,6811;463176,2513;451351,727;477165,2617;522427,7065;593578,1001;602033,037;635322,638;614127,31;519765,1804;504496,2237;539870,5175;403983,6796;287096,827;274358,3297;254968,0901;245250,0007
Stock de capital neto riqueza;Miles de euros corrientes;1.3. Equipo de transporte;Otras agrupaciones sectoriales: Servicios totales (4-10);España;380520,3655;404754,2848;445775,8283;514659,8942;550298,1753;630674,4262;736846,2464;755272,2158;879797,2338;1043376,205;1388989,217;1615161,321;1681679,185;2236711,017;2901551,501;3468409,513;4268813,115;5300946,805;6797371,278;8039192,14;8463039,955;9260349,21;10072014,5;11107040,11;12675157,73;14621519,01;16511787,18;18286416,07;20119474,06;20972148,66;21773328,98;23189787,1;24716763,72;26833369,51;29994076,19;33792937,53;41378992,27;47174214,17;51460664,13;55868502,68;60770061,09;66530188,65;72565814,23;78749333,69;81882612,1;78068277,37;76910659,25;76751203,53;77186612,22;77722111,2;79674558,87;84531197,42;87412276,4;94234943,7;100554714,7;103826426,4;100624868,9;101075399,8;107418203,3;111617293,3;112210637,8;113917129,8
Stock de capital neto riqueza;Miles de euros corrientes;1.3. Equipo de transporte;Otras agrupaciones sectoriales: Servicios públicos (9.1, 9.2, 9.4 y 9.5);España;25316,02392;23706,17468;23241,88755;24608,75917;24484,13393;26083,19312;31214,42107;37708,42239;43207,76356;46984,47724;53868,41193;61318,19066;60666,55333;80917,8066;97837,19171;115274,4117;127056,4209;141172,0973;183796,9386;211601,3966;242646,5057;340004,2876;410316,2516;490296,9438;611795,6558;768890,3448;931950,5233;1037061,253;1090500,783;1112802,856;1154489,411;1221898,834;1223578,133;1227064,386;1284974,595;1354791,167;1441964,377;1537659,439;1701212,887;1871568,69;2036112,248;2261225,365;2517289,963;2929941,108;3170634,061;3416379,84;3310688,422;3275347,231;2900808,769;2535093,691;2316630,139;2265530,547;2095389,1;1935768,287;1751554,59;1548463,157;1520227,212;1554838,439;1695007,496;1768972,606;1947522,052;2069464,63
Stock de capital neto riqueza;Miles de euros corrientes;1.3. Equipo de transporte;Otras agrupaciones sectoriales: Servicios privados (4-8, 9.3, 9.6, 10);España;355204,3416;381048,1102;422533,9408;490051,1351;525814,0414;604591,233;705631,8253;717563,7934;836589,4702;996391,7273;1335120,805;1553843,13;1621012,632;2155793,21;2803714,309;3353135,101;4141756,694;5159774,708;6613574,339;7827590,744;8220393,449;8920344,922;9661698,251;10616743,17;12063362,08;13852628,66;15579836,65;17249354,82;19028973,28;19859345,8;20618839,57;21967888,27;23493185,59;25606305,13;28709101,6;32438146,37;39937027,89;45636554,73;49759451,25;53996933,99;58733948,84;64268963,29;70048524,27;75819392,59;78711978,04;74651897,53;73599970,83;73475856,3;74285803,45;75187017,51;77357928,73;82265666,87;85316887,3;92299175,41;98803160,15;102277963,3;99104641,69;99520561,4;105723195,9;109848320,7;110263115,7;111847665,2
Stock de capital neto riqueza;Miles de euros corrientes;1.3.1. Vehículos de motor;0. Total;España;639534,2121;701599,2966;781088,1409;907151,2907;963882,6221;1118186,516;1260547,562;1257687,065;1444498,644;1675604,013;2150963,601;2412248,75;2463069,387;3049270,306;3614357,147;3972978,276;4606801,47;5233498,593;6106529,943;7012883,868;7420033,812;7801222,877;8238618,742;9330448,696;10758717,5;12432328,77;13424187,26;14166000;15136318,55;15413521,79;15909840,31;17480247,87;19122003,9;21197816,49;24344393,24;28330446,89;32850024,8;36322850,27;38996322,36;42238824,42;46165092,78;49995336,6;54601053,47;59807586,16;61967473,05;54930344,51;50403414,83;49306121,65;47510228,75;47016295,35;48121430,64;51099279,19;54575736,08;60550926,1;68152295,25;71967004,04;69402119,08;68439607,54;71346835,82;74645811,6;75373568,27;77807506,14
Stock de capital neto riqueza;Miles de euros corrientes;1.3.1. Vehículos de motor;1. Agricultura, ganadería, silvicultura y pesca;España;47536,73778;46073,33966;45185,13119;47899,55567;50970,69225;56678,33462;59353,76042;57477,93048;61319,20369;62785,78576;74697,7358;81793,40358;85526,85815;97265,8475;108605,3673;117521,7819;142254,8152;165927,4435;193768,7675;246014,8493;282877,0619;278171,2479;268474,6022;267621,6265;261338,9935;267588,5136;266367,3641;256074,3894;245540,7036;234483,9383;229910,1101;231539,3115;234922,4798;229620,7122;241192,7305;256165,0792;250808,726;253725,5396;240542,0778;224215,3419;210447,3506;191987,49;476576,5433;725434,7328;983834,831;1027888,775;1037068,569;1014729,586;949855,9234;927175,2218;872884,567;893812,3277;1030268,026;1147040,069;1354085,255;1471435,79;1556410,787;1644756,169;1619709,508;1699418,478;1685801,985;1701228,848
